Schools,Colleges,Hospitals,Gyms,Boys_Hostels,Girls_Hostels,Turfs,Parking_Spaces,Competitors,Rent_Cost,Daily_Footfall,Avg_Income,Shop_Area_SqFt,Dist_To_Transit,Best_Shop_Type,Area_Type,Dominant_Age_Group
3.0,1.0,5.0,0.0,3.0,5.0,4.0,8.0,6.0,66757.0,9416.0,46419.0,3554.0,711.0,Pharmacy,Urban,Kids
1.0,1.0,5.0,1.0,1.0,5.0,0.0,0.0,7.0,63420.0,14260.0,34654.0,3737.0,401.0,Pharmacy,Semi-Urban,Seniors
2.0,4.0,1.0,3.0,4.0,5.0,3.0,7.0,7.0,14935.0,1669.0,38748.0,3355.0,599.0,Barber Shop,Urban,Kids
4.0,1.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,65612.0,10990.0,135010.0,1153.0,952.0,Beauty Parlor,Rural,Kids
4.0,5.0,0.0,3.0,5.0,6.0,0.0,22.0,4.0,38987.0,11876.0,126310.0,2633.0,1835.0,Supermarket,Urban,
5.0,1.0,5.0,0.0,4.0,6.0,1.0,1.0,6.0,55167.0,11331.0,50747.0,436.0,907.0,Pharmacy,Urban,Adults
6.0,5.0,5.0,2.0,1.0,6.0,0.0,22.0,8.0,55612.0,14233.0,101933.0,2909.0,908.0,Supermarket,Rural,Adults
6.0,3.0,5.0,4.0,9.0,2.0,0.0,13.0,4.0,11822.0,5253.0,126741.0,729.0,998.0,Pharmacy,Rural,Adults
0.0,2.0,1.0,1.0,7.0,5.0,1.0,0.0,3.0,27030.0,5377.0,54468.0,1551.0,998.0,Barber Shop,Semi-Urban,Seniors
1.0,0.0,2.0,5.0,,8.0,4.0,6.0,3.0,71430.0,3044.0,103567.0,3806.0,1500.0,Sports Nutrition,Rural,Kids
8.0,4.0,4.0,4.0,8.0,8.0,1.0,10.0,5.0,48081.0,6201.0,147667.0,3046.0,1636.0,Beauty Parlor,Urban,Kids
1.0,4.0,5.0,2.0,2.0,3.0,4.0,15.0,8.0,51768.0,13566.0,107573.0,3654.0,693.0,Supermarket,Semi-Urban,Seniors
5.0,5.0,2.0,3.0,3.0,8.0,3.0,23.0,0.0,56708.0,3573.0,63230.0,860.0,451.0,Stationery,Urban,Teens
0.0,3.0,3.0,0.0,7.0,1.0,4.0,1.0,0.0,44371.0,13068.0,129824.0,865.0,1459.0,Pharmacy,Semi-Urban,Kids
2.0,3.0,1.0,3.0,6.0,7.0,2.0,25.0,0.0,45593.0,4333.0,132366.0,3714.0,235.0,Supermarket,Rural,Teens
1.0,0.0,4.0,4.0,,1.0,4.0,17.0,3.0,32114.0,950.0,110827.0,691.0,,Pharmacy,Semi-Urban,Teens
2.0,2.0,5.0,5.0,8.0,4.0,2.0,18.0,3.0,60150.0,1773.0,78327.0,1272.0,1394.0,Pharmacy,,Seniors
4.0,4.0,5.0,2.0,7.0,5.0,4.0,9.0,7.0,62140.0,1968.0,125693.0,322.0,1679.0,Beauty Parlor,Semi-Urban,Kids
5.0,5.0,1.0,0.0,7.0,1.0,1.0,3.0,4.0,11104.0,2203.0,115285.0,1055.0,668.0,Stationery,Urban,Adults
8.0,3.0,1.0,2.0,5.0,8.0,4.0,23.0,9.0,24841.0,8593.0,97485.0,3627.0,941.0,Supermarket,Urban,Seniors
3.0,4.0,0.0,2.0,1.0,5.0,0.0,27.0,3.0,66903.0,1532.0,114319.0,3131.0,1136.0,Supermarket,Urban,
6.0,5.0,5.0,5.0,6.0,7.0,4.0,2.0,7.0,10839.0,13201.0,61434.0,1771.0,1944.0,Fast Food,Rural,Adults
5.0,1.0,2.0,4.0,3.0,3.0,1.0,12.0,6.0,48137.0,13277.0,69103.0,3352.0,522.0,Supermarket,Rural,Seniors
1.0,4.0,1.0,3.0,2.0,2.0,1.0,5.0,5.0,57057.0,14216.0,57972.0,1649.0,1931.0,Bakery,Rural,Adults
7.0,2.0,1.0,2.0,3.0,3.0,4.0,28.0,1.0,65624.0,1353.0,87319.0,311.0,1104.0,Clothing Store,Urban,Teens
6.0,5.0,3.0,2.0,3.0,0.0,4.0,9.0,4.0,37987.0,7968.0,96867.0,,,Stationery,Rural,Kids
6.0,2.0,3.0,2.0,2.0,0.0,4.0,26.0,1.0,34435.0,14975.0,73374.0,553.0,1781.0,Stationery,Urban,Teens
7.0,4.0,3.0,0.0,8.0,7.0,3.0,7.0,5.0,66747.0,5149.0,28385.0,597.0,62.0,Stationery,,Kids
0.0,1.0,1.0,2.0,2.0,0.0,2.0,9.0,8.0,75420.0,4719.0,46580.0,610.0,204.0,Barber Shop,Urban,Teens
0.0,2.0,4.0,2.0,1.0,4.0,4.0,1.0,8.0,62498.0,1192.0,98470.0,3070.0,362.0,Beauty Parlor,Urban,Kids
7.0,3.0,2.0,4.0,0.0,9.0,4.0,19.0,5.0,18452.0,8337.0,87684.0,376.0,1215.0,Stationery,Urban,
3.0,5.0,1.0,2.0,0.0,8.0,2.0,14.0,3.0,38579.0,1825.0,33382.0,3388.0,101.0,Supermarket,Rural,Kids
4.0,4.0,0.0,5.0,4.0,2.0,0.0,0.0,9.0,78311.0,6990.0,45665.0,3168.0,1008.0,Bakery,Rural,Seniors
7.0,1.0,5.0,5.0,4.0,9.0,3.0,10.0,8.0,22788.0,11477.0,136939.0,2447.0,1153.0,Beauty Parlor,Rural,Kids
4.0,3.0,4.0,2.0,8.0,1.0,3.0,23.0,4.0,16070.0,6594.0,53664.0,2831.0,1530.0,Supermarket,Urban,Kids
3.0,4.0,4.0,5.0,,,0.0,0.0,7.0,51523.0,9775.0,71330.0,1909.0,271.0,Pharmacy,Urban,Kids
5.0,1.0,2.0,4.0,,1.0,2.0,27.0,8.0,68734.0,4204.0,25120.0,2348.0,1713.0,Supermarket,Urban,Seniors
4.0,3.0,4.0,0.0,5.0,9.0,2.0,24.0,4.0,68503.0,3114.0,38466.0,667.0,1466.0,Pharmacy,Urban,Teens
6.0,2.0,2.0,5.0,9.0,0.0,1.0,21.0,5.0,13309.0,3881.0,61743.0,2545.0,216.0,Supermarket,Urban,Adults
6.0,4.0,4.0,5.0,6.0,8.0,2.0,15.0,3.0,47891.0,7569.0,131090.0,580.0,1420.0,Stationery,Rural,Adults
3.0,4.0,,3.0,8.0,9.0,3.0,11.0,0.0,49269.0,2370.0,129703.0,3353.0,1592.0,Pharmacy,Urban,Adults
4.0,2.0,2.0,4.0,5.0,8.0,1.0,29.0,0.0,53719.0,2802.0,79028.0,3207.0,1642.0,Supermarket,Rural,Teens
2.0,0.0,3.0,5.0,0.0,0.0,4.0,28.0,4.0,31544.0,4653.0,78354.0,744.0,1564.0,Clothing Store,Semi-Urban,Seniors
3.0,3.0,3.0,0.0,7.0,3.0,4.0,11.0,2.0,37119.0,7468.0,88868.0,3721.0,616.0,Supermarket,Semi-Urban,Adults
3.0,2.0,4.0,,1.0,4.0,4.0,18.0,6.0,46958.0,2654.0,112471.0,2798.0,1720.0,Supermarket,Rural,Adults
2.0,4.0,4.0,2.0,,1.0,,12.0,3.0,30539.0,5200.0,83481.0,3149.0,1028.0,Supermarket,Semi-Urban,Teens
4.0,3.0,2.0,4.0,6.0,8.0,3.0,7.0,3.0,76994.0,3522.0,127806.0,2638.0,1560.0,Beauty Parlor,Urban,Kids
4.0,3.0,2.0,5.0,6.0,8.0,2.0,1.0,3.0,13879.0,6439.0,118042.0,2550.0,513.0,Beauty Parlor,Rural,Teens
6.0,0.0,5.0,2.0,9.0,8.0,1.0,26.0,5.0,36054.0,7974.0,98937.0,3377.0,1190.0,Supermarket,Rural,Teens
3.0,4.0,1.0,4.0,9.0,7.0,3.0,18.0,8.0,53846.0,6224.0,127776.0,2165.0,1473.0,Supermarket,,Seniors
3.0,1.0,3.0,3.0,4.0,5.0,2.0,13.0,8.0,62799.0,7169.0,56566.0,2826.0,864.0,Supermarket,Rural,Seniors
8.0,0.0,1.0,5.0,7.0,0.0,0.0,22.0,4.0,64709.0,8075.0,122796.0,3580.0,1939.0,Supermarket,Urban,Kids
5.0,0.0,1.0,0.0,9.0,9.0,3.0,26.0,7.0,62558.0,1433.0,58431.0,,752.0,Supermarket,Rural,Kids
,1.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,64448.0,9973.0,89060.0,1328.0,782.0,Beauty Parlor,Semi-Urban,Adults
1.0,1.0,2.0,0.0,2.0,7.0,4.0,24.0,7.0,55868.0,11883.0,112755.0,2726.0,1176.0,Supermarket,,Seniors
5.0,0.0,0.0,2.0,8.0,3.0,4.0,25.0,9.0,24013.0,11112.0,129874.0,2054.0,145.0,Supermarket,Urban,Teens
,,0.0,2.0,0.0,7.0,3.0,8.0,8.0,64240.0,4886.0,39547.0,3247.0,1536.0,Coolbar,Urban,Teens
4.0,2.0,1.0,3.0,7.0,5.0,0.0,18.0,7.0,290344.7578066634,1231.0,127910.0,1134.0,1618.0,Beauty Parlor,Semi-Urban,Kids
5.0,2.0,0.0,3.0,5.0,0.0,1.0,13.0,7.0,62254.0,,108443.0,1085.0,1222.0,Pet Grooming,Rural,Seniors
3.0,0.0,5.0,1.0,9.0,0.0,2.0,3.0,8.0,51083.0,12453.0,105049.0,853.0,1552.0,Pet Grooming,Rural,Teens
2.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,9.0,38485.0,2701.0,89068.0,987.0,1496.0,Pet Grooming,Semi-Urban,Adults
,1.0,1.0,3.0,5.0,0.0,4.0,9.0,7.0,52677.0,11091.0,82751.0,1113.0,1709.0,Fast Food,Rural,Adults
1.0,5.0,2.0,5.0,4.0,3.0,4.0,26.0,3.0,42667.0,1666.0,106509.0,322.0,1742.0,Clothing Store,Rural,Kids
5.0,0.0,5.0,2.0,8.0,2.0,4.0,,4.0,51789.0,7006.0,138801.0,3894.0,1089.0,Supermarket,Urban,Seniors
3.0,4.0,4.0,0.0,1.0,6.0,3.0,14.0,9.0,23474.0,7370.0,50893.0,3053.0,1502.0,Supermarket,Urban,Adults
5.0,3.0,0.0,3.0,9.0,8.0,3.0,0.0,5.0,62781.0,11724.0,31116.0,3949.0,1032.0,Barber Shop,Rural,Kids
3.0,4.0,1.0,5.0,5.0,6.0,0.0,28.0,4.0,59761.0,4328.0,118823.0,3777.0,1686.0,Supermarket,Semi-Urban,Seniors
3.0,4.0,3.0,0.0,3.0,4.0,1.0,10.0,8.0,78210.0,4079.0,46844.0,1321.0,1144.0,Barber Shop,Rural,Teens
3.0,0.0,2.0,1.0,2.0,0.0,0.0,15.0,1.0,56408.0,5005.0,141683.0,1374.0,81.0,Beauty Parlor,Rural,Seniors
8.0,3.0,5.0,0.0,,4.0,1.0,12.0,5.0,62186.0,14981.0,63289.0,1924.0,1049.0,Stationery,Semi-Urban,Kids
6.0,4.0,0.0,3.0,1.0,0.0,3.0,7.0,9.0,43486.0,14827.0,134193.0,385.0,220.0,Fast Food,Semi-Urban,Kids
2.0,3.0,2.0,2.0,2.0,5.0,4.0,26.0,1.0,51050.0,11701.0,123213.0,3559.0,463.0,Supermarket,Semi-Urban,Adults
2.0,2.0,5.0,3.0,6.0,7.0,0.0,8.0,7.0,57450.0,1299.0,125340.0,278.0,1211.0,Beauty Parlor,Urban,Adults
5.0,5.0,2.0,4.0,0.0,6.0,1.0,14.0,7.0,45454.0,14552.0,119969.0,1595.0,1856.0,Supermarket,,Adults
5.0,4.0,4.0,5.0,1.0,0.0,2.0,90.70994609544609,4.0,75772.0,3922.0,30218.0,2980.0,1214.0,Supermarket,Semi-Urban,Teens
3.0,4.0,5.0,5.0,2.0,7.0,1.0,25.0,9.0,65321.0,7261.0,105422.0,685.0,678.0,Clothing Store,Rural,Kids
8.0,3.0,2.0,5.0,9.0,8.0,0.0,28.0,7.0,54688.0,8639.0,130057.0,3895.0,1387.0,Supermarket,Rural,Adults
3.0,5.0,4.0,4.0,6.0,9.0,3.0,4.0,4.0,19881.0,7395.0,130128.0,919.0,647.0,Beauty Parlor,Rural,Adults
8.0,2.0,4.0,4.0,3.0,1.0,4.0,20.0,3.0,48199.0,5938.0,126937.0,2115.0,920.0,Supermarket,Rural,Adults
3.0,4.0,4.0,2.0,7.0,0.0,2.0,20.0,8.0,77805.0,5456.0,139127.0,3827.0,584.0,Supermarket,Rural,Seniors
1.0,0.0,0.0,5.0,7.0,5.0,0.0,21.0,7.0,58721.0,10926.0,105738.0,1453.0,614.0,Clothing Store,Semi-Urban,Adults
1.0,3.0,5.0,3.0,0.0,3.0,3.0,19.0,3.0,78827.0,886.0,137511.0,755.0,851.0,Clothing Store,Rural,Teens
4.0,3.0,2.0,4.0,4.0,6.0,1.0,17.0,1.0,72095.0,9456.0,90933.0,570.0,1527.0,Stationery,Urban,Kids
3.0,4.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,39651.0,12599.0,102529.0,1702.0,1630.0,Stationery,Semi-Urban,Adults
6.0,2.0,5.0,1.0,6.0,2.0,3.0,27.0,1.0,41645.0,4483.0,26623.0,3852.0,1489.0,Supermarket,Rural,Seniors
4.0,4.0,4.0,5.0,3.0,7.0,4.0,21.0,9.0,,3890.0,116354.0,2620.0,1766.0,Supermarket,Urban,
5.0,1.0,2.0,4.0,7.0,6.0,0.0,4.0,7.0,62414.0,3325.0,75704.0,1739.0,1943.0,Barber Shop,Rural,Adults
3.0,4.0,2.0,4.0,7.0,4.0,3.0,19.0,5.0,56962.0,5633.0,69862.0,2753.0,1277.0,Supermarket,Semi-Urban,Adults
1.0,5.0,4.0,2.0,8.0,2.0,1.0,15.0,0.0,33616.0,12520.0,145517.0,673.0,2000.0,Pharmacy,Semi-Urban,Kids
8.0,5.0,3.0,3.0,5.0,0.0,1.0,15.0,9.0,73733.0,8870.0,113611.0,1077.0,1920.0,Stationery,Semi-Urban,Seniors
6.0,1.0,3.0,2.0,6.0,2.0,4.0,21.0,3.0,78744.0,2136.0,73404.0,1347.0,1661.0,Stationery,Rural,Kids
3.0,5.0,4.0,2.0,6.0,8.0,3.0,28.0,2.0,53987.0,11846.0,62980.0,2193.0,1172.0,Supermarket,Urban,Seniors
2.0,5.0,0.0,3.0,4.0,0.0,1.0,3.0,9.0,63082.0,14750.0,86532.0,1954.0,498.0,Fast Food,Urban,Teens
2.0,0.0,2.0,1.0,6.0,4.0,1.0,25.0,6.0,22450.0,6756.0,145446.0,2510.0,1309.0,Supermarket,Semi-Urban,Kids
8.0,3.0,2.0,3.0,8.0,3.0,4.0,19.0,9.0,33200.0,3665.0,61952.0,2956.0,1482.0,Fast Food,Rural,Seniors
4.0,5.0,3.0,1.0,3.0,5.0,3.0,21.0,4.0,21660.0,7898.0,139167.0,1578.0,827.0,Supermarket,Semi-Urban,Adults
2.0,3.0,4.0,2.0,1.0,1.0,4.0,10.0,0.0,19037.0,,93426.0,763.0,1362.0,Pharmacy,Rural,Seniors
4.0,2.0,5.0,1.0,7.0,3.0,3.0,28.0,5.0,26198.0,2018.0,49976.0,1385.0,1963.0,Pharmacy,Urban,Seniors
1.0,4.0,5.0,5.0,6.0,8.0,1.0,19.0,3.0,78597.0,9521.0,79911.0,3555.0,618.0,Supermarket,Urban,Teens
3.0,0.0,0.0,1.0,5.0,4.0,0.0,28.0,9.0,45059.0,10091.0,115179.0,3754.0,731.0,Supermarket,Rural,Teens
1.0,1.0,4.0,1.0,6.0,7.0,1.0,,5.0,10691.0,14935.0,93090.0,1740.0,1125.0,Supermarket,Rural,Teens
1.0,2.0,3.0,4.0,2.0,1.0,0.0,24.0,6.0,58244.0,2865.0,67390.0,3414.0,688.0,Supermarket,Semi-Urban,Kids
7.0,0.0,3.0,4.0,5.0,8.0,3.0,28.0,8.0,19563.0,11411.0,105739.0,3688.0,112.0,Supermarket,Semi-Urban,Seniors
0.0,0.0,2.0,2.0,9.0,6.0,,22.0,0.0,64445.0,9482.0,61415.0,2807.0,1693.0,Supermarket,Rural,Adults
6.0,1.0,1.0,3.0,6.0,6.0,2.0,11.0,5.0,52099.0,12230.0,28991.0,2275.0,1728.0,Fast Food,Rural,Kids
4.0,1.0,0.0,1.0,6.0,1.0,3.0,28.0,7.0,65550.0,6165.0,95910.0,2075.0,697.0,Supermarket,,Seniors
7.0,3.0,0.0,5.0,4.0,7.0,3.0,5.0,3.0,47335.0,9406.0,77485.0,3299.0,727.0,Stationery,Semi-Urban,Teens
0.0,4.0,1.0,4.0,2.0,8.0,2.0,15.0,9.0,27998.0,9994.0,140225.0,3644.0,1825.0,Beauty Parlor,Semi-Urban,Kids
6.0,2.0,5.0,3.0,1.0,9.0,0.0,18.0,8.0,14299.0,8161.0,103140.0,790.0,1613.0,Beauty Parlor,Rural,Seniors
4.0,4.0,5.0,5.0,6.0,4.0,3.0,10.0,3.0,15288.0,1958.0,50219.0,924.0,,Pharmacy,Semi-Urban,Seniors
3.0,2.0,5.0,1.0,3.0,2.0,4.0,11.0,3.0,40876.0,1629.0,112196.0,2623.0,1929.0,Pharmacy,Urban,Teens
6.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,8.0,24023.0,5275.0,110394.0,3178.0,307.0,Sports Nutrition,Semi-Urban,Adults
1.0,5.0,4.0,5.0,7.0,5.0,3.0,12.0,3.0,70176.0,11947.0,24180.0,519.0,180.0,Pharmacy,Rural,
0.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,76440.0,5482.0,,1840.0,842.0,Bakery,Rural,Teens
0.0,1.0,1.0,5.0,5.0,9.0,3.0,18.0,0.0,13854.0,9915.0,106604.0,651.0,469.0,Beauty Parlor,Semi-Urban,Seniors
0.0,1.0,2.0,5.0,3.0,8.0,3.0,10.0,7.0,14099.0,6012.0,141432.0,226.0,1282.0,Beauty Parlor,Rural,Adults
4.0,0.0,2.0,1.0,8.0,5.0,4.0,0.0,,42687.0,14187.0,51265.0,1140.0,816.0,Pharmacy,Urban,Adults
6.0,0.0,3.0,,4.0,8.0,2.0,8.0,7.0,10903.0,2561.0,29001.0,3281.0,68.0,Bakery,Rural,Kids
1.0,2.0,0.0,1.0,3.0,2.0,2.0,9.0,4.0,56726.0,4322.0,38239.0,2517.0,142.0,Barber Shop,Rural,Teens
7.0,0.0,4.0,1.0,7.0,9.0,2.0,2.0,0.0,48085.0,10467.0,56587.0,886.0,239.0,Pharmacy,Rural,Kids
3.0,2.0,0.0,0.0,2.0,2.0,1.0,7.0,0.0,53981.0,5421.0,36376.0,2836.0,741.0,Stationery,Rural,Seniors
2.0,4.0,5.0,5.0,8.0,9.0,3.0,15.0,5.0,41151.0,3305.0,25679.0,2940.0,302.0,Pharmacy,Rural,Kids
7.0,1.0,2.0,3.0,7.0,6.0,0.0,3.0,0.0,61299.0,12850.0,29232.0,1033.0,1540.0,Stationery,Urban,Seniors
1.0,1.0,0.0,2.0,7.0,6.0,0.0,10.0,1.0,77635.0,11995.0,97460.0,2681.0,790.0,Supermarket,Urban,Adults
2.0,5.0,2.0,4.0,9.0,3.0,4.0,7.0,2.0,60178.0,4566.0,23342.0,2546.0,277.0,Barber Shop,Rural,Adults
2.0,5.0,1.0,1.0,4.0,7.0,1.0,6.0,1.0,70012.0,2325.0,86073.0,1136.0,1103.0,Stationery,Semi-Urban,Adults
0.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,8.0,13134.0,14260.0,128448.0,1008.0,1724.0,Clothing Store,Urban,Adults
5.0,4.0,2.0,1.0,9.0,0.0,3.0,14.0,9.0,29607.0,6267.0,124546.0,1526.0,826.0,Supermarket,Urban,Adults
1.0,4.0,4.0,1.0,8.0,0.0,0.0,22.0,5.0,71539.0,8202.0,117113.0,244.0,166.0,Clothing Store,Urban,Teens
0.0,3.0,4.0,4.0,1.0,1.0,1.0,27.0,8.0,54834.0,9107.0,62123.0,1209.0,1686.0,Clothing Store,Urban,Seniors
1.0,2.0,0.0,2.0,0.0,5.0,4.0,7.0,4.0,44328.0,4377.0,53275.0,1316.0,147.0,Coolbar,Urban,Teens
5.0,5.0,2.0,0.0,5.0,7.0,0.0,9.0,3.0,,2927.0,144949.0,2312.0,197.0,Beauty Parlor,Urban,Adults
3.0,2.0,3.0,2.0,0.0,2.0,1.0,18.0,1.0,67057.0,6878.0,120297.0,1752.0,1845.0,Supermarket,Rural,Seniors
5.0,5.0,4.0,4.0,9.0,5.0,3.0,4.0,3.0,65240.0,4449.0,92648.0,371.0,1654.0,Stationery,Rural,Seniors
8.0,3.0,4.0,3.0,9.0,7.0,3.0,26.0,7.0,48018.0,13656.0,79619.0,3328.0,230.0,Supermarket,Semi-Urban,Teens
7.0,1.0,5.0,0.0,9.0,8.0,3.0,2.0,1.0,11033.0,4494.0,71041.0,3781.0,1278.0,Pharmacy,Urban,Adults
0.0,2.0,1.0,0.0,6.0,7.0,3.0,6.0,7.0,76254.0,10952.0,60148.0,956.0,885.0,Barber Shop,,Kids
7.0,5.0,4.0,3.0,,6.0,0.0,5.0,1.0,60219.0,13744.0,43904.0,2458.0,187.0,Stationery,Rural,Kids
8.0,2.0,4.0,5.0,0.0,3.0,0.0,16.0,0.0,79355.0,8359.0,113257.0,3048.0,1310.0,Supermarket,Semi-Urban,Seniors
5.0,1.0,5.0,1.0,9.0,2.0,1.0,9.0,3.0,15806.0,5776.0,61900.0,3846.0,1181.0,Pharmacy,Rural,Adults
4.0,0.0,4.0,4.0,4.0,6.0,4.0,20.0,6.0,10967.0,4224.0,133030.0,1675.0,541.0,Supermarket,Semi-Urban,Kids
5.0,5.0,5.0,3.0,2.0,0.0,2.0,28.0,1.0,49471.0,2920.0,112410.0,,371.0,Supermarket,Rural,Teens
5.0,0.0,2.0,2.0,1.0,6.0,2.0,28.0,2.0,52939.0,6872.0,69854.0,1722.0,431.0,Supermarket,Urban,Teens
8.0,3.0,2.0,2.0,4.0,5.0,3.0,19.0,5.0,53853.0,9112.0,95291.0,1404.0,304.0,Stationery,Semi-Urban,Seniors
3.0,4.0,1.0,5.0,4.0,2.0,1.0,14.0,1.0,40042.0,9120.0,145393.0,1121.0,1512.0,Beauty Parlor,Urban,Teens
1.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,8.0,40080.0,12913.0,105799.0,2591.0,1567.0,Beauty Parlor,Rural,Seniors
8.0,5.0,5.0,4.0,5.0,1.0,2.0,0.0,5.0,67318.0,12829.0,33917.0,526.0,699.0,Stationery,Rural,Seniors
1.0,2.0,4.0,5.0,6.0,0.0,2.0,11.0,5.0,77434.0,9819.0,63992.0,1138.0,1632.0,Pharmacy,,Kids
8.0,3.0,0.0,5.0,0.0,4.0,2.0,12.0,7.0,69682.0,4501.0,50652.0,2940.0,115.0,Stationery,Rural,Seniors
1.0,3.0,2.0,5.0,2.0,6.0,2.0,11.0,0.0,30990.0,5781.0,96081.0,1313.0,1793.0,Pharmacy,Urban,Kids
7.0,2.0,4.0,0.0,3.0,6.0,1.0,11.0,9.0,28782.0,2921.0,141713.0,919.0,1016.0,Beauty Parlor,Semi-Urban,Kids
8.0,5.0,0.0,0.0,1.0,5.0,2.0,6.0,2.0,27931.0,14054.0,114572.0,1237.0,1530.0,Stationery,Semi-Urban,Adults
8.0,1.0,5.0,1.0,9.0,9.0,2.0,6.0,1.0,46191.0,10813.0,140413.0,2170.0,1440.0,Pharmacy,Semi-Urban,
8.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,0.0,68139.0,14786.0,33775.0,3652.0,1481.0,Pharmacy,Urban,Adults
1.0,4.0,0.0,2.0,3.0,6.0,0.0,12.0,5.0,59874.0,3214.0,86825.0,1132.0,1530.0,Beauty Parlor,,Seniors
3.0,2.0,5.0,2.0,1.0,7.0,0.0,20.0,3.0,58019.0,579.0,33080.0,1427.0,479.0,Pharmacy,Semi-Urban,Teens
6.0,2.0,3.0,1.0,0.0,4.0,0.0,8.0,5.0,26906.0,,54699.0,1524.0,1294.0,Stationery,Semi-Urban,Teens
1.0,5.0,2.0,2.0,7.0,0.0,2.0,15.0,7.0,46123.0,1293.0,38919.0,2626.0,1209.0,Barber Shop,Rural,Teens
0.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,6.0,10743.0,11047.0,134550.0,1106.0,61.0,Beauty Parlor,Rural,Teens
2.0,5.0,1.0,1.0,3.0,1.0,0.0,26.0,2.0,42787.0,12430.0,138272.0,1544.0,1203.0,Supermarket,Rural,Adults
3.0,2.0,3.0,1.0,9.0,4.0,3.0,10.0,2.0,18132.0,14758.0,70248.0,2666.0,1978.0,Supermarket,Rural,Adults
7.0,3.0,0.0,3.0,4.0,6.0,3.0,29.0,5.0,25731.0,5936.0,94963.0,2663.0,888.0,Supermarket,Rural,Adults
5.0,0.0,5.0,0.0,1.0,6.0,1.0,2.0,0.0,17481.0,5013.0,115013.0,2937.0,,Pharmacy,Urban,Teens
1.0,2.0,3.0,4.0,9.0,8.0,2.0,8.0,2.0,55863.0,14940.0,121969.0,2792.0,1425.0,Supermarket,Urban,Adults
8.0,0.0,3.0,4.0,8.0,4.0,0.0,11.0,7.0,73238.0,5054.0,43260.0,3596.0,901.0,Barber Shop,Semi-Urban,Kids
,1.0,5.0,0.0,1.0,5.0,2.0,28.0,2.0,25189.0,10742.0,244813.3156319312,1512.0,1835.0,Supermarket,Rural,Adults
4.0,4.0,2.0,5.0,5.0,9.0,0.0,1.0,0.0,56847.0,986.0,32730.0,1033.0,712.0,Stationery,Semi-Urban,Kids
3.0,1.0,5.0,4.0,6.0,5.0,4.0,18.0,9.0,21240.0,3212.0,21904.0,2024.0,522.0,Pharmacy,Semi-Urban,Teens
6.0,2.0,5.0,2.0,5.0,0.0,4.0,5.0,8.0,20315.0,8332.0,20395.0,3679.0,640.0,Fast Food,Rural,Kids
7.0,5.0,4.0,2.0,3.0,9.0,2.0,25.0,1.0,31852.0,5300.0,68036.0,2991.0,594.0,Supermarket,Semi-Urban,Teens
4.0,1.0,0.0,4.0,0.0,6.0,3.0,22.0,6.0,28069.0,4549.0,130175.0,1364.0,1045.0,Beauty Parlor,Urban,Seniors
4.0,3.0,1.0,3.0,1.0,9.0,2.0,17.0,7.0,62497.0,8924.0,47147.0,1192.0,1807.0,Fast Food,Semi-Urban,Kids
1.0,0.0,1.0,4.0,9.0,6.0,0.0,12.0,2.0,15560.0,10008.0,91223.0,974.0,193.0,Sports Nutrition,Urban,Kids
7.0,5.0,3.0,1.0,9.0,3.0,2.0,13.0,6.0,65841.0,14189.0,109956.0,234.0,442.0,Stationery,Rural,Kids
1.0,5.0,3.0,5.0,5.0,3.0,2.0,7.0,9.0,77016.0,7936.0,22982.0,2522.0,1693.0,Barber Shop,Rural,Teens
5.0,2.0,3.0,1.0,7.0,5.0,0.0,8.0,3.0,50549.0,6213.0,129771.0,809.0,232.0,Beauty Parlor,Rural,Seniors
7.0,3.0,0.0,0.0,2.0,2.0,3.0,12.0,1.0,40216.0,12258.0,142295.0,873.0,1760.0,Stationery,Rural,Adults
5.0,0.0,3.0,5.0,6.0,9.0,4.0,29.0,3.0,51181.0,14969.0,64000.0,3169.0,163.0,Supermarket,Urban,Seniors
3.0,3.0,3.0,5.0,8.0,5.0,0.0,16.0,7.0,68803.0,11392.0,54103.0,3213.0,1215.0,Supermarket,,Kids
3.0,1.0,4.0,2.0,3.0,3.0,2.0,5.0,1.0,68367.0,10303.0,115738.0,1788.0,1748.0,Pharmacy,Rural,Teens
,2.0,0.0,,6.0,9.0,1.0,19.0,5.0,14163.0,1597.0,83594.0,2429.0,1705.0,Supermarket,Semi-Urban,Teens
3.0,5.0,2.0,3.0,6.0,7.0,2.0,9.0,9.0,30505.0,13934.0,77247.0,1953.0,1087.0,Fast Food,Urban,Seniors
7.0,5.0,2.0,4.0,9.0,4.0,,10.0,2.0,59474.0,14989.0,144448.0,1834.0,306.0,Supermarket,Rural,Seniors
8.0,1.0,5.0,1.0,8.0,7.0,1.0,9.0,2.0,67332.0,7054.0,139703.0,390.0,612.0,Beauty Parlor,Rural,Kids
